seed,n_consecutive_deviations,n_permutations,n_samples,update_interval,lpd (ht),lpd (nb),acc (ht-no dd),acc (nb-no dd),acc (ht-dd),acc (nb-dd),f1 (ht-no dd),f1 (nb-no dd),f1 (ht-dd),f1 (nb-dd),drifts
1734285903,4,20,250,50,0.009937008061539195,0.004155800854975649,0.35808952238059516,0.3328332083020755,0.7754438609652413,0.5073768442110528,0.30919193466547534,0.2535892231258899,0.7780403808258647,0.49175822024336585,"[253, 262, 386, 457, 518, 629, 683, 748, 881, 928, 1015, 1090, 1163, 1290, 1409, 1461, 1581, 1679, 1776, 1920, 2008, 2091, 2198, 2310, 2420, 2511, 2631, 2672, 2770, 2850, 2930, 3089, 3236, 3363, 3442, 3560, 3680, 3720, 3796, 3862, 3933, 3977]"
1734285909,4,20,250,100,0.014059070323136339,0.004751187796949237,0.35808952238059516,0.3328332083020755,0.7376844211052763,0.46111527881970493,0.30919193466547534,0.2535892231258899,0.7372975170145905,0.4385947154708047,"[253, 262, 392, 520, 781, 901, 930, 1019, 1163, 1290, 1414, 1500, 1678, 1779, 1920, 2029, 2162, 2469, 2770, 2927, 3138, 3443, 3571, 3720, 3868, 3973, 3989]"
1734285916,4,20,250,250,0.030007501875468863,0.009102275568892221,0.35808952238059516,0.3328332083020755,0.6581645411352838,0.42385596399099773,0.30919193466547534,0.2535892231258899,0.6552217077038968,0.3847471520292682,"[1015, 1211, 1500, 2011, 2513, 2771, 3140, 3443, 3721, 3980]"
1734285924,4,20,500,50,0.011569068737772678,0.004714413897592046,0.35808952238059516,0.3328332083020755,0.7514378594648662,0.49312328082020507,0.30919193466547534,0.2535892231258899,0.753248581240894,0.4735850099948699,"[503, 512, 580, 637, 812, 930, 1049, 1131, 1177, 1291, 1413, 1521, 1601, 1710, 1820, 1901, 1959, 2171, 2278, 2491, 2569, 2640, 2810, 2861, 3069, 3132, 3200, 3287, 3360, 3551, 3759, 3859, 3922, 3972]"
1734285931,4,20,500,100,0.017170959406518294,0.005370390216601769,0.35808952238059516,0.3328332083020755,0.7186796699174793,0.44561140285071266,0.30919193466547534,0.2535892231258899,0.7205970447901043,0.41622939770363043,"[503, 512, 639, 814, 971, 1130, 1177, 1321, 1491, 1956, 2131, 2279, 2490, 2607, 2859, 3070, 3181, 3341, 3459, 3858, 3971]"
1734285938,4,20,500,250,0.02429178723252242,0.0065016254063515865,0.35808952238059516,0.3328332083020755,0.698174543635909,0.42385596399099773,0.30919193466547534,0.2535892231258899,0.6973955776435421,0.38844118646984677,"[503, 512, 812, 1130, 1178, 1492, 1819, 2131, 2571, 2642, 2913, 3180, 3461, 3970]"
1734285946,4,20,1000,50,0.011919646578311243,0.0043344169375677255,0.35808952238059516,0.3328332083020755,0.7156789197299325,0.4628657164291073,0.30919193466547534,0.2535892231258899,0.7175830355904862,0.43467755433151184,"[1003, 1012, 1074, 1137, 1261, 1315, 1372, 1432, 1530, 1618, 1678, 1836, 1920, 2049, 2190, 2250, 2383, 2667, 2876, 2958, 3034, 3109, 3241, 3364, 3558, 3631, 3728, 3801, 3823, 3900]"
1734285954,4,20,1000,100,0.01934307106188312,0.006604592324551726,0.35808952238059516,0.3328332083020755,0.6869217304326082,0.44511127781945486,0.30919193466547534,0.2535892231258899,0.6841598512761298,0.40918453741013955,"[1003, 1012, 1313, 1420, 1531, 1558, 1677, 1919, 2050, 2191, 2750, 2960, 3110, 3368, 3557, 3693, 3889]"
1734285962,4,20,1000,250,0.029882470617654415,0.008352088022005499,0.35808952238059516,0.3328332083020755,0.6569142285571393,0.4163540885221305,0.30919193466547534,0.2535892231258899,0.6519723233916659,0.3687410292325556,"[1003, 1012, 1313, 1631, 1678, 2191, 2750, 3139, 3562, 3901]"
1734285971,4,40,100,50,0.00835708927231808,0.003320830207551888,0.35808952238059516,0.3328332083020755,0.7759439859964992,0.4988747186796699,0.30919193466547534,0.2535892231258899,0.7773801903766906,0.4790087197327165,"[103, 112, 172, 232, 258, 310, 333, 399, 518, 578, 661, 791, 865, 871, 882, 970, 990, 1014, 1091, 1178, 1289, 1346, 1352, 1419, 1431, 1537, 1670, 1775, 1939, 1981, 2199, 2242, 2364, 2510, 2591, 2729, 2861, 2935, 2942, 3037, 3062, 3171, 3262, 3340, 3407, 3416, 3716, 3770, 3837, 3961]"
1734285978,4,40,100,100,0.015493873468367092,0.005421355338834708,0.35808952238059516,0.3328332083020755,0.7454363590897725,0.4683670917729432,0.30919193466547534,0.2535892231258899,0.7461405458605287,0.43722360728433696,"[103, 132, 261, 398, 584, 869, 881, 988, 1015, 1347, 1550, 1776, 1980, 2158, 2273, 2511, 2591, 2830, 2943, 3044, 3067, 3172, 3340, 3421, 3767]"
1734285984,4,40,100,250,0.01905739592792935,0.005843566154696567,0.35808952238059516,0.3328332083020755,0.7201800450112528,0.4438609652413103,0.30919193466547534,0.2535892231258899,0.7217990937357293,0.415405710076338,"[103, 109, 172, 260, 591, 662, 761, 871, 882, 1014, 1349, 1552, 1822, 1981, 2242, 2590, 2910, 3417, 3769]"
1734285992,4,40,250,50,0.009676837814104689,0.003843984251876923,0.35808952238059516,0.3328332083020755,0.7741935483870968,0.4981245311327832,0.30919193466547534,0.2535892231258899,0.7766733064977636,0.4846214164130972,"[253, 261, 387, 457, 518, 629, 683, 748, 881, 928, 1015, 1090, 1163, 1290, 1409, 1461, 1581, 1679, 1776, 1920, 2008, 2091, 2198, 2231, 2318, 2422, 2471, 2631, 2672, 2770, 2850, 2930, 3089, 3236, 3363, 3442, 3560, 3680, 3720, 3796, 3862, 3933, 3977]"
1734285998,4,40,250,100,0.014068331897789261,0.004751187796949237,0.35808952238059516,0.3328332083020755,0.7379344836209052,0.46111527881970493,0.30919193466547534,0.2535892231258899,0.7375683927475569,0.4385947154708047,"[253, 261, 392, 520, 781, 901, 930, 1019, 1163, 1290, 1414, 1500, 1678, 1779, 1920, 2029, 2162, 2469, 2770, 2927, 3138, 3443, 3571, 3720, 3868, 3973, 3989]"
1734286005,4,40,250,250,0.023970278283856675,0.006287286107241096,0.35808952238059516,0.3328332083020755,0.6936734183545886,0.42085521380345087,0.30919193466547534,0.2535892231258899,0.6932267381089084,0.3902579702332129,"[253, 262, 312, 610, 927, 1018, 1499, 2011, 2513, 2771, 3140, 3443, 3721, 3980]"
1734286012,4,40,500,50,0.01156171395790124,0.004721768677463482,0.35808952238059516,0.3328332083020755,0.7511877969492373,0.49337334333583394,0.30919193466547534,0.2535892231258899,0.752995625309725,0.47399704877989884,"[503, 511, 580, 637, 812, 930, 1049, 1131, 1177, 1291, 1413, 1521, 1601, 1710, 1820, 1901, 1959, 2171, 2278, 2491, 2569, 2640, 2810, 2861, 3069, 3132, 3200, 3287, 3360, 3551, 3759, 3859, 3922, 3972]"
1734286019,4,40,500,100,0.017159051667678824,0.005382297955441241,0.35808952238059516,0.3328332083020755,0.7184296074018505,0.4458614653663416,0.30919193466547534,0.2535892231258899,0.7203635990767138,0.4166780778881579,"[503, 511, 639, 814, 971, 1130, 1177, 1321, 1491, 1956, 2131, 2279, 2490, 2607, 2859, 3070, 3181, 3341, 3459, 3858, 3971]"
1734286026,4,40,500,250,0.024273925624263205,0.006519487014610795,0.35808952238059516,0.3328332083020755,0.69792448112028,0.42410602650662665,0.30919193466547534,0.2535892231258899,0.6971633390465668,0.3888835759881405,"[503, 511, 812, 1130, 1178, 1492, 1819, 2131, 2571, 2642, 2913, 3180, 3461, 3970]"
1734286034,4,40,1000,50,0.011919646578311243,0.0043344169375677255,0.35808952238059516,0.3328332083020755,0.7156789197299325,0.4628657164291073,0.30919193466547534,0.2535892231258899,0.7175842583314899,0.43462915582146355,"[1003, 1011, 1074, 1137, 1261, 1315, 1372, 1432, 1530, 1618, 1678, 1836, 1920, 2049, 2190, 2250, 2383, 2667, 2876, 2958, 3034, 3109, 3241, 3364, 3558, 3631, 3728, 3801, 3823, 3900]"
1734286042,4,40,1000,100,0.019357780621625992,0.006589882764808848,0.35808952238059516,0.3328332083020755,0.687171792948237,0.44486121530382594,0.30919193466547534,0.2535892231258899,0.6844007778737323,0.4088676276548366,"[1003, 1011, 1313, 1420, 1531, 1558, 1677, 1919, 2050, 2191, 2750, 2960, 3110, 3368, 3557, 3693, 3889]"
1734286050,4,40,1000,250,0.029907476869217305,0.008327081770442613,0.35808952238059516,0.3328332083020755,0.6571642910727682,0.41610402600650165,0.30919193466547534,0.2535892231258899,0.6522218692918832,0.36839689748984333,"[1003, 1011, 1313, 1631, 1678, 2191, 2750, 3139, 3562, 3901]"
1734286059,1,10,100,50,0.005920494208059056,0.002630939424997094,0.35808952238059516,0.3328332083020755,0.7784446111527882,0.5196299074768692,0.30919193466547534,0.2535892231258899,0.7793648317442052,0.5027238065844465,"[100, 108, 169, 229, 238, 262, 327, 337, 395, 515, 519, 574, 638, 689, 740, 862, 864, 867, 880, 967, 970, 987, 1008, 1018, 1088, 1175, 1286, 1343, 1345, 1347, 1350, 1417, 1537, 1599, 1665, 1669, 1772, 1775, 1779, 1936, 1939, 2079, 2191, 2237, 2361, 2368, 2507, 2510, 2588, 2726, 2858, 2932, 2936, 2940, 2999, 3038, 3060, 3169, 3260, 3338, 3405, 3412, 3417, 3569, 3620, 3713, 3718, 3769, 3834, 3841, 3948]"
1734286065,1,10,100,100,0.009546136534133533,0.00354463615903976,0.35808952238059516,0.3328332083020755,0.7399349837459365,0.47461865466366593,0.30919193466547534,0.2535892231258899,0.741096258992284,0.4464175004256722,"[100, 104, 109, 263, 395, 591, 866, 869, 878, 985, 989, 1015, 1344, 1347, 1350, 1548, 1669, 1772, 1775, 1778, 1977, 2079, 2236, 2240, 2369, 2508, 2587, 2595, 2757, 2858, 2959, 3060, 3169, 3338, 3419, 3569, 3718, 3829, 3838, 3960]"
1734286072,1,10,100,250,0.01926870606540524,0.005570837153732877,0.35808952238059516,0.3328332083020755,0.7049262315578895,0.4331082770692673,0.30919193466547534,0.2535892231258899,0.7058958611564888,0.3906822227673667,"[100, 103, 108, 639, 866, 880, 1012, 1346, 1350, 1600, 1779, 1977, 2239, 2587, 2859, 3414, 3420, 3720]"
1734286079,1,10,250,50,0.00755992569570964,0.0033579823527310404,0.35808952238059516,0.3328332083020755,0.781445361340335,0.5208802200550138,0.30919193466547534,0.2535892231258899,0.7840484371001344,0.5093024680898673,"[250, 257, 309, 386, 454, 515, 519, 626, 680, 746, 848, 925, 928, 1000, 1015, 1087, 1160, 1287, 1407, 1420, 1498, 1577, 1677, 1700, 1774, 1778, 1917, 2007, 2028, 2087, 2109, 2197, 2307, 2418, 2468, 2628, 2669, 2768, 2847, 3005, 3008, 3087, 3109, 3139, 3210, 3238, 3360, 3440, 3557, 3707, 3769, 3857, 3860, 3930, 3973, 3983]"
1734286086,1,10,250,100,0.011699894670637355,0.004091932073927573,0.35808952238059516,0.3328332083020755,0.7441860465116279,0.46786696674168543,0.30919193466547534,0.2535892231258899,0.7472085404730715,0.4483704832910167,"[250, 257, 308, 516, 749, 898, 927, 1015, 1160, 1287, 1412, 1497, 1675, 1699, 1821, 2006, 2028, 2159, 2449, 2517, 2665, 2769, 2890, 3108, 3138, 3239, 3438, 3568, 3717, 3720, 3865, 3970, 3979]"
1734286092,1,10,250,250,0.019857905652883808,0.005457246664607327,0.35808952238059516,0.3328332083020755,0.6956739184796199,0.4256064016004001,0.30919193466547534,0.2535892231258899,0.6943867924504582,0.38971511331049224,"[250, 252, 257, 308, 607, 924, 1013, 1018, 1419, 1499, 2008, 2510, 2768, 3137, 3440, 3569, 3866]"
1734286100,1,10,500,50,0.007229485942914299,0.003036473404065303,0.35808952238059516,0.3328332083020755,0.7629407351837959,0.5028757189297325,0.30919193466547534,0.2535892231258899,0.76451087511366,0.48370612816081576,"[500, 507, 558, 636, 640, 788, 932, 1046, 1049, 1128, 1157, 1176, 1179, 1269, 1319, 1372, 1377, 1449, 1518, 1598, 1700, 1750, 1817, 1899, 1956, 2080, 2129, 2249, 2370, 2373, 2377, 2460, 2518, 2566, 2569, 2637, 2807, 2858, 2970, 3039, 3107, 3167, 3171, 3177, 3248, 3287, 3339, 3397, 3456, 3548, 3699, 3756, 3806, 3857, 3920, 3968]"
1734286107,1,10,500,100,0.011464987458985958,0.00400857790205127,0.35808952238059516,0.3328332083020755,0.7364341085271318,0.46511627906976744,0.30919193466547534,0.2535892231258899,0.7389716608709123,0.4380024000329481,"[500, 507, 636, 790, 969, 1050, 1156, 1176, 1318, 1449, 1610, 1711, 1818, 1929, 2030, 2131, 2276, 2280, 2488, 2605, 2808, 2859, 3067, 3079, 3180, 3287, 3360, 3461, 3699, 3805, 3809, 3859, 3968]"
1734286114,1,10,500,250,0.02155226306576644,0.005532633158289571,0.35808952238059516,0.3328332083020755,0.7029257314328582,0.42135533883470866,0.30919193466547534,0.2535892231258899,0.7032274175478209,0.37628667225490664,"[500, 508, 809, 1127, 1158, 1178, 1449, 1520, 1816, 2128, 2568, 2640, 2910, 3177, 3458, 3859]"
1734286121,1,10,1000,50,0.008144081474914182,0.0034326763509059085,0.35808952238059516,0.3328332083020755,0.7164291072768192,0.4838709677419355,0.30919193466547534,0.2535892231258899,0.7195459681236522,0.46101285392189595,"[1000, 1007, 1070, 1134, 1137, 1258, 1310, 1368, 1418, 1527, 1550, 1615, 1675, 1678, 1748, 1838, 1915, 2018, 2185, 2189, 2248, 2380, 2580, 2664, 2749, 2873, 2878, 2955, 2958, 3031, 3082, 3109, 3238, 3361, 3365, 3369, 3499, 3555, 3559, 3629, 3724, 3820, 3889, 3999]"
1734286129,1,10,1000,100,0.014916772671428727,0.005860160692347,0.35808952238059516,0.3328332083020755,0.7011752938234559,0.4676169042260565,0.30919193466547534,0.2535892231258899,0.7023418570916218,0.43665307723315977,"[1000, 1008, 1140, 1259, 1419, 1528, 1559, 1659, 1676, 1916, 2048, 2188, 2550, 2668, 2959, 3108, 3365, 3555, 3560, 3670, 3729, 3840, 3889]"
1734286137,1,10,1000,250,0.023024987015984762,0.0070209860157347025,0.35808952238059516,0.3328332083020755,0.6574143535883971,0.42410602650662665,0.30919193466547534,0.2535892231258899,0.6547233921765923,0.3824876035644223,"[1000, 1007, 1310, 1628, 1675, 1679, 1930, 2188, 2747, 3136, 3139, 3559, 3888]"
1734286146,1,20,100,50,0.005920494208059056,0.002641505446784231,0.35808952238059516,0.3328332083020755,0.7784446111527882,0.5203800950237559,0.30919193466547534,0.2535892231258899,0.7795420140284252,0.5033700619306407,"[100, 106, 132, 234, 257, 308, 330, 397, 515, 519, 574, 638, 689, 740, 862, 864, 867, 879, 967, 970, 987, 1008, 1018, 1088, 1175, 1286, 1343, 1345, 1347, 1350, 1417, 1537, 1599, 1665, 1669, 1772, 1775, 1779, 1936, 1939, 1979, 2080, 2192, 2237, 2361, 2368, 2507, 2510, 2588, 2726, 2858, 2932, 2936, 2940, 2999, 3038, 3060, 3169, 3260, 3338, 3405, 3412, 3417, 3569, 3620, 3713, 3718, 3769, 3834, 3841, 3948]"
1734286152,1,20,100,100,0.008729455091045488,0.003131464684352907,0.35808952238059516,0.3328332083020755,0.7421855463865966,0.4706176544136034,0.30919193466547534,0.2535892231258899,0.742879326263336,0.4421362565230075,"[100, 103, 107, 138, 169, 263, 395, 591, 866, 869, 877, 880, 985, 989, 1015, 1344, 1347, 1350, 1430, 1537, 1600, 1773, 1776, 1779, 1977, 2079, 2236, 2240, 2369, 2508, 2587, 2595, 2757, 2858, 2959, 3060, 3169, 3338, 3418, 3569, 3718, 3829, 3838, 3960]"
1734286158,1,20,100,250,0.020166806407484222,0.005707309180236235,0.35808952238059516,0.3328332083020755,0.7009252313078269,0.4298574643660915,0.30919193466547534,0.2535892231258899,0.7031171788188292,0.3861115367566895,"[100, 104, 108, 639, 866, 879, 1009, 1347, 1598, 1778, 1977, 2239, 2587, 2859, 3414, 3420, 3720]"
1734286166,1,20,250,50,0.007550994891580038,0.0033222591362126247,0.35808952238059516,0.3328332083020755,0.7809452363090773,0.5188797199299825,0.30919193466547534,0.2535892231258899,0.7831512192626043,0.5070100973453686,"[250, 256, 287, 389, 454, 515, 519, 626, 680, 746, 848, 925, 928, 1000, 1015, 1087, 1160, 1287, 1407, 1420, 1498, 1577, 1677, 1700, 1774, 1778, 1917, 2007, 2028, 2087, 2109, 2197, 2307, 2418, 2468, 2628, 2669, 2768, 2847, 3005, 3008, 3087, 3109, 3139, 3210, 3238, 3360, 3440, 3557, 3707, 3769, 3857, 3860, 3930, 3973, 3983]"
1734286172,1,20,250,100,0.011399908800729594,0.0040377741494197076,0.35808952238059516,0.3328332083020755,0.7456864216054013,0.4701175293823456,0.30919193466547534,0.2535892231258899,0.7477235296839139,0.4480491587934212,"[250, 256, 287, 389, 517, 749, 898, 927, 1015, 1160, 1287, 1412, 1497, 1675, 1699, 1821, 2006, 2028, 2159, 2449, 2517, 2665, 2769, 2890, 3108, 3138, 3239, 3438, 3568, 3717, 3720, 3865, 3970, 3979]"
1734286179,1,20,250,250,0.01969610049571216,0.005501375343835957,0.35808952238059516,0.3328332083020755,0.6929232308077019,0.4263565891472868,0.30919193466547534,0.2535892231258899,0.6921567802871055,0.3908425413734754,"[250, 253, 258, 309, 607, 924, 1013, 1018, 1419, 1499, 2008, 2510, 2768, 3137, 3440, 3569, 3866]"
1734286187,1,20,500,50,0.007329105003523608,0.0030189365523198984,0.35808952238059516,0.3328332083020755,0.7611902975743936,0.4988747186796699,0.30919193466547534,0.2535892231258899,0.7632508831038181,0.47888603485451997,"[500, 506, 536, 637, 789, 931, 1046, 1049, 1128, 1157, 1176, 1179, 1269, 1319, 1372, 1377, 1449, 1518, 1598, 1700, 1750, 1817, 1899, 1956, 2080, 2129, 2249, 2370, 2373, 2377, 2460, 2518, 2566, 2569, 2637, 2807, 2858, 2970, 3039, 3107, 3167, 3171, 3177, 3248, 3287, 3339, 3397, 3456, 3548, 3699, 3756, 3806, 3857, 3920, 3968]"
1734286193,1,20,500,100,0.011252813203300824,0.0038980333318623774,0.35808952238059516,0.3328332083020755,0.7406851712928232,0.46536634158539636,0.30919193466547534,0.2535892231258899,0.7425843759273475,0.4377956973864385,"[500, 506, 536, 637, 790, 969, 1050, 1156, 1176, 1318, 1449, 1610, 1711, 1818, 1929, 2030, 2131, 2276, 2280, 2488, 2605, 2808, 2859, 3067, 3079, 3180, 3287, 3360, 3461, 3699, 3805, 3809, 3859, 3968]"
1734286200,1,20,500,250,0.020814027036170808,0.005266022387949928,0.35808952238059516,0.3328332083020755,0.7119279819954989,0.4223555888972243,0.30919193466547534,0.2535892231258899,0.7111187221173383,0.38011645450181303,"[500, 506, 536, 810, 1127, 1158, 1178, 1449, 1520, 1816, 2128, 2568, 2640, 2910, 3177, 3458, 3859]"
1734286208,1,20,1000,50,0.008087249084998523,0.0034667757848553045,0.35808952238059516,0.3328332083020755,0.7139284821205302,0.48537134283570893,0.30919193466547534,0.2535892231258899,0.7167055822350423,0.46435221079734024,"[1000, 1006, 1030, 1134, 1137, 1258, 1310, 1368, 1418, 1527, 1550, 1615, 1675, 1678, 1748, 1838, 1915, 2018, 2185, 2189, 2248, 2380, 2580, 2664, 2749, 2873, 2878, 2955, 2958, 3031, 3082, 3109, 3238, 3361, 3365, 3369, 3499, 3555, 3559, 3629, 3724, 3820, 3889, 3999]"
1734286215,1,20,1000,100,0.01439943319163124,0.005647245144619488,0.35808952238059516,0.3328332083020755,0.7036759189797449,0.4683670917729432,0.30919193466547534,0.2535892231258899,0.7046115391367941,0.4383797989266687,"[1000, 1006, 1030, 1138, 1260, 1419, 1528, 1559, 1659, 1676, 1916, 2048, 2188, 2550, 2668, 2959, 3108, 3365, 3555, 3560, 3670, 3729, 3840, 3889]"
1734286224,1,20,1000,250,0.02148751473582681,0.006644518272425249,0.35808952238059516,0.3328332083020755,0.6589147286821705,0.425856464116029,0.30919193466547534,0.2535892231258899,0.6571672656044897,0.3854901372898864,"[1000, 1006, 1030, 1310, 1628, 1675, 1679, 1930, 2188, 2747, 3136, 3139, 3559, 3888]"
1734286232,1,40,100,50,0.00556060067648491,0.002480883378739421,0.35808952238059516,0.3328332083020755,0.7806951737934483,0.5213803450862715,0.30919193466547534,0.2535892231258899,0.7820793221366314,0.503783868501432,"[100, 106, 110, 169, 229, 238, 262, 327, 337, 395, 515, 519, 574, 638, 689, 740, 862, 864, 867, 879, 967, 970, 987, 1008, 1018, 1088, 1175, 1286, 1343, 1345, 1347, 1350, 1417, 1430, 1534, 1537, 1550, 1601, 1665, 1669, 1772, 1775, 1779, 1809, 1929, 1977, 2079, 2191, 2237, 2361, 2368, 2507, 2510, 2588, 2726, 2858, 2932, 2936, 2940, 2999, 3038, 3060, 3169, 3260, 3338, 3405, 3412, 3417, 3569, 3620, 3713, 3718, 3769, 3834, 3841, 3948]"
1734286238,1,40,100,100,0.008820386914910546,0.003211030030234831,0.35808952238059516,0.3328332083020755,0.7461865466366592,0.4741185296324081,0.30919193466547534,0.2535892231258899,0.7473003454121163,0.44802810627880446,"[99, 102, 106, 110, 263, 395, 591, 866, 869, 877, 880, 985, 989, 1015, 1344, 1347, 1350, 1430, 1537, 1550, 1669, 1772, 1775, 1778, 1977, 2079, 2236, 2240, 2369, 2508, 2587, 2595, 2757, 2858, 2959, 3060, 3169, 3338, 3418, 3569, 3718, 3829, 3838, 3960]"
1734286245,1,40,100,250,0.01757939484871218,0.005251312828207053,0.35808952238059516,0.3328332083020755,0.7096774193548387,0.4378594648662166,0.30919193466547534,0.2535892231258899,0.7125136691784433,0.4042419964272474,"[100, 103, 107, 135, 170, 266, 590, 866, 879, 1009, 1347, 1598, 1778, 1977, 2239, 2587, 2859, 3414, 3420, 3720]"
1734286252,1,40,250,50,0.007350975674953222,0.0032551241258590513,0.35808952238059516,0.3328332083020755,0.784446111527882,0.5216304076019005,0.30919193466547534,0.2535892231258899,0.7870061356652164,0.5102219875519014,"[250, 255, 259, 310, 385, 390, 454, 515, 519, 626, 680, 746, 848, 925, 928, 1000, 1015, 1087, 1160, 1287, 1407, 1420, 1498, 1577, 1677, 1700, 1774, 1778, 1917, 2007, 2028, 2087, 2109, 2197, 2307, 2418, 2468, 2628, 2669, 2768, 2847, 3005, 3008, 3087, 3109, 3139, 3210, 3238, 3360, 3440, 3557, 3707, 3769, 3857, 3860, 3930, 3973, 3983]"
1734286258,1,40,250,100,0.011407263580601033,0.0040377741494197076,0.35808952238059516,0.3328332083020755,0.7459364841210303,0.4701175293823456,0.30919193466547534,0.2535892231258899,0.7481432890105595,0.4480491587934212,"[250, 255, 259, 389, 517, 749, 898, 927, 1015, 1160, 1287, 1412, 1497, 1675, 1699, 1821, 2006, 2028, 2159, 2449, 2517, 2665, 2769, 2890, 3108, 3138, 3239, 3438, 3568, 3717, 3720, 3865, 3970, 3979]"
1734286265,1,40,250,250,0.01772811623958621,0.005014411497611244,0.35808952238059516,0.3328332083020755,0.6949237309327332,0.42810702675668916,0.30919193466547534,0.2535892231258899,0.6966488434502485,0.39083906698269893,"[250, 253, 257, 288, 607, 924, 1013, 1018, 1419, 1499, 1679, 2198, 2508, 2519, 2770, 3137, 3238, 3519, 3770]"
1734286273,1,40,500,50,0.007085104609485704,0.003000750187546887,0.35808952238059516,0.3328332083020755,0.7619404851212803,0.5038759689922481,0.30919193466547534,0.2535892231258899,0.7634954270547071,0.48518377949240304,"[500, 505, 509, 560, 636, 640, 788, 932, 1046, 1049, 1128, 1157, 1176, 1179, 1269, 1319, 1372, 1377, 1449, 1518, 1598, 1700, 1750, 1817, 1899, 1956, 2080, 2129, 2249, 2370, 2373, 2377, 2460, 2518, 2566, 2569, 2637, 2807, 2858, 2970, 3039, 3107, 3167, 3171, 3177, 3248, 3287, 3339, 3397, 3456, 3548, 3699, 3756, 3806, 3857, 3920, 3968]"
1734286279,1,40,500,100,0.01103952458702911,0.0039053881117338163,0.35808952238059516,0.3328332083020755,0.7334333583395849,0.4656164041010253,0.30919193466547534,0.2535892231258899,0.7358437994603464,0.4392036175375476,"[500, 505, 509, 636, 790, 969, 1050, 1156, 1176, 1318, 1449, 1610, 1711, 1818, 1929, 2030, 2131, 2276, 2280, 2488, 2605, 2808, 2859, 3067, 3079, 3180, 3287, 3360, 3461, 3699, 3805, 3809, 3859, 3968]"
1734286286,1,40,500,250,0.02012267772825559,0.005236603268464176,0.35808952238059516,0.3328332083020755,0.7001750437609402,0.4218554638659665,0.30919193466547534,0.2535892231258899,0.7001544186297425,0.3775817390006888,"[500, 505, 509, 809, 1127, 1158, 1178, 1449, 1520, 1816, 2128, 2568, 2640, 2910, 3177, 3458, 3859]"
1734286294,1,40,1000,50,0.008002000500125032,0.0033619515990108632,0.35808952238059516,0.3328332083020755,0.7181795448862216,0.48412103025756437,0.30919193466547534,0.2535892231258899,0.7210690366321062,0.46124703583185944,"[1000, 1005, 1009, 1070, 1134, 1137, 1258, 1310, 1368, 1418, 1527, 1550, 1615, 1675, 1678, 1748, 1838, 1915, 2018, 2185, 2189, 2248, 2380, 2580, 2664, 2749, 2873, 2878, 2955, 2958, 3031, 3082, 3109, 3238, 3361, 3365, 3369, 3499, 3555, 3559, 3629, 3724, 3820, 3889, 3900]"
1734286302,1,40,1000,100,0.014149370676002334,0.005615987330165874,0.35808952238059516,0.3328332083020755,0.6976744186046512,0.4676169042260565,0.30919193466547534,0.2535892231258899,0.6985821672034147,0.4364573132593791,"[1000, 1005, 1009, 1139, 1260, 1419, 1528, 1559, 1659, 1676, 1916, 2048, 2188, 2550, 2668, 2959, 3108, 3365, 3555, 3560, 3670, 3729, 3840, 3889]"
1734286310,1,40,1000,250,0.021130282570642655,0.006519487014610795,0.35808952238059516,0.3328332083020755,0.6539134783695923,0.42410602650662665,0.30919193466547534,0.2535892231258899,0.6512637383813832,0.3824876035644223,"[1000, 1005, 1009, 1310, 1628, 1675, 1679, 1930, 2188, 2747, 3136, 3139, 3559, 3888]"
1734286319,4,10,100,50,0.008860910879893885,0.0032453765615316874,0.35808952238059516,0.3328332083020755,0.7656914228557139,0.48212053013253314,0.30919193466547534,0.2535892231258899,0.7676067249311025,0.45950497458526324,"[265, 330, 400, 518, 578, 661, 791, 865, 871, 882, 970, 990, 1014, 1091, 1178, 1289, 1346, 1352, 1419, 1432, 1538, 1602, 1668, 1775, 1939, 1981, 2199, 2242, 2364, 2510, 2591, 2729, 2861, 2935, 2942, 3037, 3062, 3171, 3262, 3340, 3407, 3416, 3716, 3770, 3837, 3961]"
1734286325,4,10,100,100,0.017140648798563276,0.005580940689717883,0.35808952238059516,0.3328332083020755,0.7351837959489872,0.45561390347586894,0.30919193466547534,0.2535892231258899,0.7355004343047165,0.4230512451583023,"[271, 398, 584, 869, 882, 989, 1018, 1347, 1550, 1776, 1980, 2158, 2273, 2511, 2591, 2830, 2943, 3044, 3067, 3172, 3340, 3770]"
1734286332,4,10,100,250,0.02450612653163291,0.0065016254063515865,0.35808952238059516,0.3328332083020755,0.7011752938234559,0.42385596399099773,0.30919193466547534,0.2535892231258899,0.7024677655260668,0.3857247246439224,"[103, 110, 658, 868, 881, 1016, 1349, 1601, 1980, 2242, 2590, 2910, 3417, 3769]"
1734286340,4,10,250,50,0.010342329172036598,0.004263886484441624,0.35808952238059516,0.3328332083020755,0.7614403600900225,0.49912478119529885,0.30919193466547534,0.2535892231258899,0.764382699163339,0.47942626864737753,"[459, 517, 629, 683, 748, 881, 928, 1015, 1090, 1163, 1290, 1409, 1461, 1581, 1679, 1776, 1920, 2008, 2091, 2198, 2310, 2420, 2511, 2631, 2672, 2770, 2850, 2930, 3089, 3236, 3363, 3442, 3560, 3680, 3720, 3796, 3862, 3933, 3977]"
